COD_LOCAL;DT_REF;SUBSTANCIA;MEDICAO;DIMENSAO
PAS 19;2021-07-07;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 19;2021-07-07;Sulfeto de hidrogênio;<0.001;mg/L
PAS 19;2021-12-02;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 19;2021-12-02;Sulfeto de hidrogênio;<0.001;mg/L
PAS 19;2022-05-27;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 19;2022-05-27;Sulfeto de hidrogênio;<0.001;mg/L
PAS 19;2022-11-24;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 19;2022-11-24;Sulfeto de hidrogênio;<0.001;mg/L
PAS 19;2023-05-18;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 19;2023-05-18;Sulfeto de hidrogênio;<0.001;mg/L
PAS 19;2023-11-21;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 19;2024-05-21;Sulfeto (H2S não Dissociado);<0.0006;mg/L
PAS 19;2024-06-25;Sulfeto (H2S não Dissociado);<0.0006;mg/L
PAS 19;2024-03-18;Sulfeto (H2S não Dissociado);<0.0006;mg/L
PAS 19;2024-04-16;Sulfeto (H2S não Dissociado);<0.0006;mg/L
PAS 19;2024-07-24 16:07:00;Sulfeto (H2S não Dissociado);<0.0006;mg/L (como  S)
PAS 19;2020-12-17;Temperatura da amostra;27.1;°C
PAS 19;2021-07-07;Temperatura da amostra;19.2;°C
PAS 19;2021-12-02;Temperatura da amostra;24.6;°C
PAS 19;2022-05-27;Temperatura da amostra;24.3;°C
PAS 19;2022-11-24;Temperatura da amostra;25.8;°C
PAS 19;2023-05-18;Temperatura da amostra;26.6;°C
PAS 19;2023-11-21;Temperatura da amostra;26.8;°C
PAS 19;2023-12-14;Temperatura;30;°C
PAS 19;2024-05-21;Temperatura;25.7;°C
PAS 19;2024-06-25;Temperatura;23;°C
PAS 19;2024-01-25;Temperatura;24.7;°C
PAS 19;2024-02-19;Temperatura;25.4;°C
PAS 19;2024-02-19;Temperatura;25.4;°C
PAS 19;2024-03-18;Temperatura;28.9;°C
PAS 19;2024-04-16;Temperatura;28.3;°C
PAS 19;2024-04-16;Temperatura;28.3;°C
PAS 19;2024-07-24 16:05:00;Temperatura;22.8;
PAS 19;2020-12-17;Turbidez;3.48;NTU
PAS 19;2021-07-07;Turbidez;7.69;NTU
PAS 19;2021-12-02;Turbidez;284.3;NTU
PAS 19;2022-05-27;Turbidez;2.6;NTU
PAS 19;2022-11-24;Turbidez;186;NTU
PAS 19;2023-05-18;Turbidez;3.1;NTU
PAS 19;2023-11-21;Turbidez;69.7;NTU
PAS 19;2024-05-21;Turbidez;3.19;UNT
PAS 19;2024-06-25;Turbidez;1.7;UNT
PAS 19;2024-02-19;Turbidez;54.6;UNT
PAS 19;2024-03-18;Turbidez;72.3;UNT
PAS 19;2024-04-16;Turbidez;22.1;UNT
PAS 19;2024-07-24 16:03:00;Turbidez;2;UNT
PAS 19;2020-12-17;Zinco total;2.9000000000000001E-2;mg/L
PAS 19;2021-07-07;Zinco total;5.8000000000000003E-2;mg/L
PAS 19;2021-12-02;Zinco total;<0.001;mg/L
PAS 19;2022-05-27;Zinco total;<0.02;mg/L
PAS 19;2022-11-24;Zinco total;7.0000000000000007E-2;mg/L
PAS 19;2023-05-18;Zinco total;<0.02;mg/L
PAS 19;2023-11-21;Zinco total;0.24;mg/L
PAS 19;2024-05-21;Zinco Total;5.1999999999999998E-2;mg/L
PAS 19;2024-06-25;Zinco Total;4.4999999999999998E-2;mg/L
PAS 19;2024-02-19;Zinco Total;4.4999999999999998E-2;mg/L
PAS 19;2024-03-18;Zinco Total;4.5999999999999999E-2;mg/L
PAS 19;2024-04-16;Zinco Total;4.3999999999999997E-2;mg/L
PAS 19;2024-07-24 16:03:00;Zinco Total;1.4999999999999999E-2;mg/L
PAS 19;2020-12-17;Coliformes termotolerantes;1600;NMP/100mL
PAS 19;2021-07-07;Coliformes termotolerantes;240;NMP/100mL
PAS 19;2021-12-02;Coliformes termotolerantes;>1600;NMP/100mL
PAS 19;2022-05-27;Coliformes termotolerantes;220;NMP/100mL
PAS 19;2022-11-24;Coliformes termotolerantes;9300;NMP/100mL
PAS 19;2023-05-18;Coliformes termotolerantes;220;NMP/100mL
PAS 19;2023-11-21;Coliformes termotolerantes;22000;NMP/100mL
PAS 19;2024-06-25;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 19;2024-03-18;Coliformes Termotolerantes;3300;NMP/100mL
PAS 19;2024-05-21;Coliformes Termotolerantes;330;NMP/100mL
PAS 19;2024-07-24 16:03:00;Coliformes Termotolerantes;130;NMP/100mL
PAS 19;2024-02-19;Coliformes Termotolerantes;Presente;-
PAS 19;2024-04-16;Coliformes Termotolerantes;Presente;-
PAS 19;2020-12-17;Coliformes totais;1600;NMP/100mL
PAS 19;2021-07-07;Coliformes totais;920;NMP/100mL
PAS 19;2021-12-02;Coliformes totais;>1600;NMP/100mL
PAS 19;2022-05-27;Coliformes totais;220;NMP/100mL
PAS 19;2022-11-24;Coliformes totais;22000;NMP/100mL
PAS 19;2023-05-18;Coliformes totais;220;NMP/100mL
PAS 19;2023-11-21;Coliformes totais;22000;NMP/100mL
PAS 19;2024-06-25;Coliformes Totais;<1.8;NMP/100mL
PAS 19;2024-02-19;Coliformes Totais;Presente;-
PAS 19;2024-03-18;Coliformes Totais;7900;NMP/100mL
PAS 19;2024-04-16;Coliformes Totais;Presente;-
PAS 19;2024-05-21;Coliformes Totais;790;NMP/100mL
PAS 19;2024-07-24 16:03:00;Coliformes Totais;330;NMP/100mL
PAS 19;2020-12-17;Cianeto total;<0.01;mg/L
PAS 19;2021-07-07;Cianeto total;<0.01;mg/L
PAS 19;2021-12-02;Cianeto total;<0.01;mg/L
PAS 19;2022-05-27;Cianeto total;<1.;µg/L
PAS 19;2022-11-24;Cianeto total;<1.;µg/L
PAS 19;2023-05-18;Cianeto total;<1.;µg/L
PAS 19;2023-11-21;Cianeto total;<1.;µg/L
PAS 19;2024-05-21;Cianeto Total;3.0000000000000001E-3;mg/L
PAS 19;2024-06-25;Cianeto Total;<0.0006;mg/L
PAS 19;2024-03-18;Cianeto Total;<0.0006;mg/L
PAS 19;2024-04-16;Cianeto Total;<0.0006;mg/L
PAS 19;2024-07-24 16:07:00;Cianeto Total;3.0000000000000001E-3;mg/L
PAS 19;2020-12-17;Manganês Total;0.05;mg/L
PAS 19;2021-07-07;Manganês Total;2.1000000000000001E-2;mg/L
PAS 19;2021-12-02;Manganês Total;0.11899999999999999;mg/L
PAS 19;2022-05-27;Manganês Total;<0.007;mg/L
PAS 19;2022-11-24;Manganês Total;4.2999999999999997E-2;mg/L
PAS 19;2023-05-18;Manganês Total;<0.007;mg/L
PAS 19;2023-11-21;Manganês Total;8.2000000000000003E-2;mg/L
PAS 19;2024-05-21;Manganês Total;2.8000000000000001E-2;mg/L
PAS 19;2024-06-25;Manganês Total;2.1999999999999999E-2;mg/L
PAS 19;2024-02-19;Manganês Total;4.9000000000000002E-2;mg/L
PAS 19;2024-03-18;Manganês Total;0.19400000000000001;mg/L
PAS 19;2024-04-16;Manganês Total;7.0000000000000007E-2;mg/L
PAS 19;2024-07-24 16:03:00;Manganês Total;2.7E-2;mg/L
PAS 19;2022-05-27;Temperatura do ambiente;31;°C
PAS 19;2022-11-24;Temperatura do ambiente;26;°C
PAS 19;2023-05-18;Temperatura do ambiente;29;°C
PAS 19;2023-11-21;Temperatura do ambiente;28;°C
PAS 19;2023-12-14;Temperatura do ambiente;32;°C
PAS 19;2024-05-21;Temperatura Ambiente;24.2;°C
PAS 19;2024-06-25;Temperatura Ambiente;28;°C
PAS 19;2024-06-25;Temperatura Ambiente;28;°C
PAS 19;2024-06-25;Temperatura Ambiente;28;°C
PAS 19;2024-05-21;Temperatura Ambiente;24.5;°C
PAS 19;2024-04-16;Temperatura Ambiente;32;°C
PAS 19;2024-04-16;Temperatura Ambiente;31.8;°C
PAS 19;2024-04-16;Temperatura Ambiente;31.8;°C
PAS 19;2024-07-24 16:07:00;Temperatura do Ambiente;30.8;°C
PAS 19;2024-07-24 16:04:00;Temperatura do Ambiente;30.5;°C
PAS 19;2024-07-24 16:03:00;Temperatura do Ambiente;30.8;°C
PAS 19;2024-07-24 16:05:00;Temperatura do Ambiente;30.8;°C
PAS 19;2024-05-21;Sulfeto Total;<0.001;mg/L
PAS 19;2024-06-25;Sulfeto Total;<0.001;mg/L
PAS 19;2024-02-19;Sulfeto Total;<0.001;mg/L
PAS 19;2024-03-18;Sulfeto Total;1.2E-2;mg/L
PAS 19;2024-04-16;Sulfeto Total;3.0000000000000001E-3;mg/L
PAS 19;2024-07-24 16:03:00;Sulfeto Total;<0.001;mg/L
PAS 19;2024-05-21;Nitrogênio Orgânico;<0.3;mg/L
PAS 19;2024-06-25;Nitrogênio Orgânico;<0.3;mg/L
PAS 19;2024-02-19;Nitrogênio Orgânico;<1.;mg/L
PAS 19;2024-03-18;Nitrogênio Orgânico;<1.;mg/L
PAS 19;2024-04-16;Nitrogênio Orgânico;<0.3;mg/L
PAS 19;2024-07-24 16:03:00;Nitrogênio Orgânico;<0.3;mg/L
PAS 07;2024-02-19;Nitrito;<0.003;mg/L
PAS 13;2024-02-22;Nitrito;<0.003;mg/L
PAS 13;2024-03-21;Nitrito;<0.003;mg/L
PAS 14;2024-02-22;Nitrito;<0.003;mg/L
PAS 14;2024-03-18;Nitrito;<0.003;mg/L
PAS 11;2020-12-16;Nitrato;<0.01;mg/L
PAS 11;2021-07-02;Nitrato;<0.01;mg/L
PAS 11;2021-12-01;Nitrato;<0.01;mg/L
PAS 19;2024-06-25;Manganês Dissolvido;1.4999999999999999E-2;mg/L
PAS 19;2024-07-24 16:04:00;Manganês Dissolvido;1.7999999999999999E-2;mg/L
PAS 19;2024-06-25;Chumbo Dissolvido;<0.01;mg/L
PAS 19;2024-07-24 16:04:00;Chumbo Dissolvido;<0.01;mg/L
PAS 19;2024-06-25;Cobre Dissolvido;1.4E-3;mg/L
PAS 19;2024-07-24 16:04:00;Cobre Dissolvido;<0.0003;mg/L
PAS 19;2024-06-25;Ferro Dissolvido;4.8000000000000001E-2;mg/L
PAS 19;2024-07-24 16:04:00;Ferro Dissolvido;4.2000000000000003E-2;mg/L
PAS 19;2020-12-17;1,1-Dicloroeteno;<0.001;mg/L
PAS 19;2021-07-07;1,1-Dicloroeteno;<0.001;mg/L
PAS 19;2021-12-02;1,1-Dicloroeteno;<0.001;mg/L
PAS 19;2022-05-27;1,1-Dicloroeteno;<0.01;µg/L
PAS 19;2022-11-24;1,1-Dicloroeteno;<0.01;µg/L
PAS 19;2023-05-18;1,1-Dicloroeteno;<0.01;µg/L
PAS 19;2024-05-21;1,1-Dicloroeteno;<0.6;µg/L
PAS 19;2024-06-25;1,1-Dicloroeteno;<0.6;µg/L
PAS 19;2024-03-18;1,1-Dicloroeteno;<0.6;µg/L
PAS 19;2024-04-16;1,1-Dicloroeteno;<0.6;µg/L
PAS 19;2024-07-24 16:07:00;1,1-Dicloroeteno;<0.6;µg/L
PAS 19;2020-12-17;1,2 Diclorobenzeno;<0.001;mg/L
PAS 19;2021-07-07;1,2 Diclorobenzeno;<0.001;mg/L
PAS 19;2021-12-02;1,2 Diclorobenzeno;<0.001;mg/L
PAS 19;2022-05-27;1,2 Diclorobenzeno;<0.01;µg/L
PAS 19;2022-11-24;1,2 Diclorobenzeno;<0.01;µg/L
PAS 19;2023-05-18;1,2 Diclorobenzeno;<0.01;µg/L
PAS 19;2024-05-21;1,2-Diclorobenzeno;<0.0012;µg/L
PAS 19;2024-06-25;1,2-Diclorobenzeno;<0.0012;µg/L
PAS 19;2024-03-18;1,2-Diclorobenzeno;<0.0012;µg/L
PAS 19;2024-04-16;1,2-Diclorobenzeno;<0.0012;µg/L
PAS 19;2024-07-24 16:07:00;1,2-Diclorobenzeno;<0.0012;µg/L
PAS 19;2020-12-17;1,2-Dicloroetano;<0.001;mg/L
PAS 19;2021-07-07;1,2-Dicloroetano;<0.001;mg/L
PAS 19;2021-12-02;1,2-Dicloroetano;<0.001;mg/L
PAS 19;2022-05-27;1,2-Dicloroetano;<0.01;µg/L
PAS 19;2022-11-24;1,2-Dicloroetano;<0.01;µg/L
PAS 19;2023-05-18;1,2-Dicloroetano;<0.01;µg/L
PAS 19;2024-05-21;1,2-Dicloroetano;<0.13;µg/L
PAS 19;2024-06-25;1,2-Dicloroetano;<0.13;µg/L
PAS 19;2024-03-18;1,2-Dicloroetano;<0.13;µg/L
PAS 19;2024-04-16;1,2-Dicloroetano;<0.13;µg/L
PAS 19;2024-07-24 16:07:00;1,2-Dicloroetano;<0.13;µg/L
PAS 19;2020-12-17;1,2 Dicloroteno (cis+trans);<0.001;mg/L
PAS 19;2021-07-07;1,2 Dicloroteno (cis+trans);<0.001;mg/L
PAS 19;2021-12-02;1,2 Dicloroteno (cis+trans);<0.001;mg/L
PAS 19;2022-05-27;1,2-Dicloroeteno (cis + trans);<0.01;µg/L
PAS 19;2022-11-24;1,2-Dicloroeteno (cis + trans);<0.01;µg/L
PAS 19;2023-05-18;1,2-Dicloroeteno (cis + trans);<0.01;µg/L
PAS 19;2024-05-21;1,2-Dicloroeteno (cis + trans);<0.6;µg/L
PAS 19;2024-06-25;1,2-Dicloroeteno (cis + trans);<0.6;µg/L
PAS 19;2024-03-18;1,2-Dicloroeteno (cis + trans);<0.6;µg/L
PAS 19;2024-04-16;1,2-Dicloroeteno (cis + trans);<0.6;µg/L
PAS 19;2024-07-24 16:07:00;1,2-Dicloroeteno (cis + trans);<0.6;µg/L
PAS 19;2020-12-17;1,4 Diclorobenzeno;<0.001;mg/L
PAS 19;2021-07-07;1,4 Diclorobenzeno;<0.001;mg/L
PAS 19;2021-12-02;1,4 Diclorobenzeno;<0.001;mg/L
PAS 19;2022-05-27;1,4 Diclorobenzeno;<0.01;µg/L
PAS 19;2022-11-24;1,4 Diclorobenzeno;<0.01;µg/L
PAS 19;2023-05-18;1,4 Diclorobenzeno;<0.01;µg/L
PAS 19;2024-05-21;1,4-Diclorobenzeno;<0.001;µg/L
PAS 19;2024-06-25;1,4-Diclorobenzeno;<0.001;µg/L
PAS 19;2024-03-18;1,4-Diclorobenzeno;<0.001;µg/L
PAS 19;2024-04-16;1,4-Diclorobenzeno;<0.001;µg/L
PAS 19;2024-07-24 16:07:00;1,4-Diclorobenzeno;<0.001;µg/L
PAS 19;2020-12-17;Acrilamida;<0.001;µg/L
PAS 19;2021-07-07;Acrilamida;<0.001;µg/L
PAS 19;2021-12-02;Acrilamida;<0.001;µg/L
PAS 19;2022-05-27;Acrilamida;<0.01;µg/L
PAS 19;2022-11-24;Acrilamida;<0.01;µg/L
PAS 19;2023-05-18;Acrilamida;<0.01;µg/L
PAS 19;2024-05-21;Acrilamida;<0.16;µg/L
PAS 19;2024-06-25;Acrilamida;<0.16;µg/L
PAS 19;2024-03-18;Acrilamida;<0.16;µg/L
PAS 19;2024-04-16;Acrilamida;<0.16;µg/L
PAS 19;2024-07-24 16:07:00;Acrilamida;<0.16;µg/L
PAS 19;2020-12-17;Antimônio total;<0.005;mg/L
PAS 19;2021-07-07;Antimônio total;<0.005;mg/L
PAS 19;2021-12-02;Antimônio total;<0.005;mg/L
PAS 19;2022-05-27;Antimônio total;<0.005;mg/L
PAS 19;2022-11-24;Antimônio total;<0.005;mg/L
PAS 19;2023-05-18;Antimônio total;<0.005;mg/L
PAS 19;2024-05-21;Antimônio Total;<0.0003;mg/L
PAS 19;2024-06-25;Antimônio Total;<0.0003;mg/L
PAS 19;2024-03-18;Antimônio Total;<0.0003;mg/L
PAS 19;2024-04-16;Antimônio Total;<0.0003;mg/L
PAS 19;2024-07-24 16:07:00;Antimônio Total;<0.0003;mg/L
PAS 19;2020-12-17;Arsênio total;<0.01;mg/L
PAS 19;2021-07-07;Arsênio total;<0.01;mg/L
PAS 19;2021-12-02;Arsênio total;<0.01;mg/L
PAS 19;2022-05-27;Arsênio total;<0.005;mg/L
PAS 19;2022-11-24;Arsênio total;<0.005;mg/L
PAS 19;2023-05-18;Arsênio total;<0.005;mg/L
PAS 19;2024-05-21;Arsênio Total;<0.0003;mg/L
PAS 19;2024-06-25;Arsênio Total;<0.0003;mg/L
PAS 19;2024-03-18;Arsênio Total;<0.0003;mg/L
PAS 19;2024-04-16;Arsênio Total;<0.0003;mg/L
PAS 19;2024-07-24 16:07:00;Arsênio Total;<0.0003;mg/L
PAS 19;2020-12-17;Bário total;2.4E-2;mg/L
PAS 19;2021-07-07;Bário total;2.9000000000000001E-2;mg/L
PAS 19;2021-12-02;Bário total;<0.01;mg/L
PAS 19;2022-05-27;Bário total;2.5000000000000001E-2;mg/L
PAS 19;2022-11-24;Bário total;2.5999999999999999E-2;mg/L
PAS 19;2023-05-18;Bário total;6.5000000000000002E-2;mg/L
PAS 19;2024-05-21;Bário Total;1.8100000000000002E-2;mg/L
PAS 19;2024-06-25;Bário Total;2.35E-2;mg/L
PAS 19;2024-03-18;Bário Total;3.8600000000000002E-2;mg/L
PAS 19;2024-04-16;Bário Total;1.6799999999999999E-2;mg/L
PAS 19;2024-07-24 16:07:00;Bário Total;3.3300000000000003E-2;mg/L
PAS 19;2020-12-17;Benz[a]pireno;<0.001;µg/L
PAS 19;2021-07-07;Benz[a]pireno;<0.001;µg/L
PAS 19;2021-12-02;Benz[a]pireno;<0.001;µg/L
PAS 19;2022-05-27;Benz[a]pireno;<0.001;µg/L
PAS 19;2022-11-24;Benz[a]pireno;<0.001;µg/L
PAS 19;2023-05-18;Benz[a]pireno;<0.001;µg/L
PAS 19;2024-05-21;Benzo(a)pireno;<0.002;µg/L
PAS 19;2024-06-25;Benzo(a)pireno;<0.002;µg/L
PAS 19;2024-03-18;Benzo(a)pireno;<0.002;µg/L
PAS 19;2024-04-16;Benzo(a)pireno;<0.002;µg/L
PAS 19;2024-07-24 16:07:00;Benzo(a)pireno;<0.002;µg/L
PAS 19;2020-12-17;Benzeno;<0.001;mg/L
PAS 19;2021-07-07;Benzeno;<0.001;mg/L
PAS 19;2021-12-02;Benzeno;<0.001;mg/L
PAS 19;2022-05-27;Benzeno;<0.02;µg/L
PAS 19;2022-11-24;Benzeno;<0.02;µg/L
PAS 19;2023-05-18;Benzeno;<0.02;µg/L
PAS 19;2024-05-21;Benzeno;<0.04;µg/L
PAS 19;2024-06-25;Benzeno;<0.04;µg/L
PAS 19;2024-03-18;Benzeno;<0.04;µg/L
PAS 19;2024-04-16;Benzeno;<0.04;µg/L
PAS 19;2024-07-24 16:07:00;Benzeno;<0.04;µg/L
PAS 19;2020-12-17;Cloreto de Vinila;<0.001;mg/L
PAS 19;2021-07-07;Cloreto de Vinila;<0.001;mg/L
PAS 19;2021-12-02;Cloreto de Vinila;<0.001;mg/L
PAS 19;2022-05-27;Cloreto de Vinila;<0.01;µg/L
PAS 19;2022-11-24;Cloreto de Vinila;<0.01;µg/L
PAS 19;2023-05-18;Cloreto de Vinila;<0.01;µg/L
PAS 19;2024-05-21;Cloreto de Vinila;<0.0011;µg/L
PAS 19;2024-06-25;Cloreto de Vinila;<0.0011;µg/L
PAS 19;2024-03-18;Cloreto de Vinila;<0.0011;µg/L
PAS 19;2024-04-16;Cloreto de Vinila;<0.0011;µg/L
PAS 19;2024-07-24 16:07:00;Cloreto de Vinila;<0.0011;µg/L
PAS 19;2020-12-17;Di(2-etilhexil)ftalato;<0.001;mg/L
PAS 19;2021-07-07;Di(2-etilhexil)ftalato;<0.001;mg/L
PAS 19;2021-12-02;Di(2-etilhexil)ftalato;<0.001;mg/L
PAS 19;2022-05-27;Di(2-etilhexil)ftalato;<0.01;µg/L
PAS 19;2022-11-24;Di(2-etilhexil)ftalato;<0.01;µg/L
PAS 19;2023-05-18;Di(2-etilhexil)ftalato;<0.01;µg/L
PAS 19;2024-05-21;Di(2-etilhexil)ftalato (Bis(2-etilhexil)ftalato);<0.002;µg/L
PAS 19;2024-06-25;Di(2-etilhexil)ftalato (Bis(2-etilhexil)ftalato);<0.002;µg/L
PAS 19;2024-03-18;Di(2-etilhexil)ftalato (Bis(2-etilhexil)ftalato);<0.002;µg/L
PAS 19;2024-04-16;Di(2-etilhexil)ftalato (Bis(2-etilhexil)ftalato);<0.002;µg/L
PAS 19;2024-07-24 16:07:00;Di(2-etilhexil)ftalato (Bis(2-etilhexil)ftalato);<0.002;µg/L
PAS 19;2020-12-17;Diclorometano;<0.001;mg/L
PAS 19;2021-07-07;Diclorometano;<0.001;mg/L
PAS 19;2021-12-02;Diclorometano;<0.001;mg/L
PAS 19;2022-05-27;Diclorometano;<0.01;µg/L
PAS 19;2022-11-24;Diclorometano;<0.01;µg/L
PAS 19;2023-05-18;Diclorometano;<0.01;µg/L
PAS 19;2024-05-21;Cloreto de Metileno (Diclorometano);<0.28;µg/L
PAS 19;2024-06-25;Cloreto de Metileno (Diclorometano);<0.28;µg/L
PAS 19;2024-03-18;Cloreto de Metileno (Diclorometano);<0.28;µg/L
PAS 19;2024-04-16;Cloreto de Metileno (Diclorometano);<0.28;µg/L
PAS 19;2024-07-24 16:07:00;Cloreto de Metileno (Diclorometano);<0.28;µg/L
PAS 19;2020-12-17;Escherichia coli (quantitativo);1600;NMP/100mL
PAS 19;2021-07-07;Escherichia coli (quantitativo);240;NMP/100mL
PAS 19;2021-12-02;Escherichia coli (quantitativo);>1600;NMP/100mL
PAS 19;2022-05-27;Escherichia coli - Quantitativo;220;NMP/100mL
PAS 19;2022-11-24;Escherichia coli - Quantitativo;3700;NMP/100mL
PAS 19;2023-05-18;Escherichia coli - Quantitativo;3600;NMP/100mL
PAS 19;2020-12-17;Estireno;<0.005;mg/L
PAS 19;2021-07-07;Estireno;<0.005;mg/L
PAS 19;2021-12-02;Estireno;<0.005;mg/L
PAS 19;2022-05-27;Estireno;<0.01;µg/L
PAS 19;2022-11-24;Estireno;<0.01;µg/L
PAS 19;2023-05-18;Estireno;<0.01;µg/L
PAS 19;2024-05-21;Estireno;<0.6;µg/L
PAS 19;2024-06-25;Estireno;<0.6;µg/L
PAS 19;2024-03-18;Estireno;<0.6;µg/L
PAS 19;2024-04-16;Estireno;<0.6;µg/L
PAS 19;2024-07-24 16:07:00;Estireno;<0.6;µg/L
PAS 19;2020-12-17;Etilbenzeno;<1.;µg/L
PAS 19;2021-07-07;Etilbenzeno;<1.;µg/L
PAS 19;2021-12-02;Etilbenzeno;<1;µg/L
PAS 19;2022-05-27;Etilbenzeno;<0.02;µg/L
PAS 19;2022-11-24;Etilbenzeno;<0.02;µg/L
PAS 19;2023-05-18;Etilbenzeno;<0.02;µg/L
PAS 19;2024-05-21;Etilbenzeno;<0.6;µg/L
PAS 19;2024-06-25;Etilbenzeno;<0.6;µg/L
PAS 19;2024-03-18;Etilbenzeno;<0.6;µg/L
PAS 19;2024-04-16;Etilbenzeno;<0.6;µg/L
PAS 19;2024-07-24 16:07:00;Etilbenzeno;<0.6;µg/L
PAS 19;2020-12-17;Fluoretos;0.03;mg/L
PAS 19;2021-07-07;Fluoretos;<0.01;mg/L
PAS 19;2021-12-02;Fluoretos;0.02;mg/L
PAS 19;2022-05-27;Fluoretos;<0.1;mg/L
PAS 19;2022-11-24;Fluoretos;<0.1;mg/L
PAS 19;2023-05-18;Fluoretos;<0.1;mg/L
PAS 19;2024-05-21;Fluoreto Total;0.18;mg/L
PAS 19;2024-06-25;Fluoreto Total;<0.006;mg/L
PAS 19;2024-03-18;Fluoreto Total;<0.006;mg/L
PAS 19;2024-04-16;Fluoreto;0.184;mg/L
PAS 19;2024-07-24 16:07:00;Fluoreto;0.13900000000000001;mg/L
PAS 19;2020-12-17;Mercúrio total;<0.0001;mg/L
PAS 19;2021-07-07;Mercúrio total;<0.0001;mg/L
PAS 19;2021-12-02;Mercúrio total;<0.0001;mg/L
PAS 19;2022-05-27;Mercúrio total;<0.0002;mg/L
PAS 19;2022-11-24;Mercúrio total;<0.0002;mg/L
PAS 19;2023-05-18;Mercúrio total;<0.0002;mg/L
PAS 19;2024-05-21;Mercúrio Total;<0.00003;mg/L
PAS 19;2024-06-25;Mercúrio Total;<0.00003;mg/L
PAS 19;2024-03-18;Mercúrio Total;<0.00003;mg/L
PAS 19;2024-04-16;Mercúrio Total;<0.00003;mg/L
PAS 19;2024-07-24 16:07:00;Mercúrio Total;<0.00003;mg/L
PAS 19;2020-12-17;Alumínio total;0.11;mg/L
PAS 19;2021-07-07;Alumínio total;4.9000000000000002E-2;mg/L
PAS 19;2021-12-02;Alumínio total;1.4999999999999999E-2;mg/L
PAS 19;2020-12-17;Monoclorobenzeno;<0.001;mg/L
PAS 19;2021-07-07;Monoclorobenzeno;<0.001;mg/L
PAS 19;2021-12-02;Monoclorobenzeno;<0.001;mg/L
PAS 19;2022-05-27;Monoclorobenzeno;<7.;µg/L
PAS 19;2022-11-24;Monoclorobenzeno;<7.;µg/L
PAS 19;2023-05-18;Monoclorobenzeno;<7.;µg/L
PAS 19;2024-05-21;Clorobenzeno (Monoclorobenzeno);<0.08;µg/L
PAS 19;2024-06-25;Clorobenzeno (Monoclorobenzeno);<0.08;µg/L
PAS 19;2024-03-18;Clorobenzeno (Monoclorobenzeno);<0.08;µg/L
PAS 19;2024-04-16;Clorobenzeno (Monoclorobenzeno);<0.08;µg/L
PAS 19;2024-07-24 16:07:00;Clorobenzeno (Monoclorobenzeno);<0.08;µg/L
PAS 19;2020-12-17;Odor;<1;Intensidade
PAS 19;2021-07-07;Odor;<1;Intensidade
PAS 19;2021-12-02;Odor;<1;Intensidade
PAS 19;2022-05-27;Odor;0;-
PAS 19;2022-11-24;Odor;N.A.;-
PAS 19;2023-05-18;Odor;N.A.;-
PAS 19;2020-12-17;Selênio total;<0.008;mg/L
PAS 19;2021-07-07;Selênio total;<0.008;mg/L
PAS 19;2021-12-02;Selênio total;<0.008;mg/L
PAS 19;2022-05-27;Selênio total;0.01;mg/L
PAS 19;2022-11-24;Selênio total;<0.01;mg/L
PAS 19;2023-05-18;Selênio total;<0.01;mg/L
PAS 19;2024-05-21;Selênio Total;<0.003;mg/L
PAS 19;2024-06-25;Selênio Total;<0.003;mg/L
PAS 19;2024-03-18;Selênio Total;<0.003;mg/L
PAS 19;2024-04-16;Selênio Total;<0.003;mg/L
PAS 19;2024-07-24 16:07:00;Selênio Total;<0.003;mg/L
PAS 19;2020-12-17;Surfactantes;<0.001;mg/L
PAS 19;2021-07-07;Surfactantes;2E-3;mg/L
PAS 19;2021-12-02;Surfactantes;4.0000000000000001E-3;mg/L
PAS 19;2022-05-27;Surfactantes;<0.01;mg/L
PAS 19;2022-11-24;Surfactantes;0.1;mg/L
PAS 19;2023-05-18;Surfactantes;<0.01;mg/L
PAS 19;2024-05-21;Surfactantes;<0.3;mg/L
PAS 19;2024-06-25;Surfactantes;0.311;mg/L
PAS 19;2024-03-18;Surfactantes;<0.1;mg/L
PAS 19;2024-04-16;Surfactantes;<0.1;mg/L
PAS 19;2024-07-24 16:07:00;Surfactantes;0.3;mg/L
PAS 19;2020-12-17;Urânio total;<0.01;mg/L
PAS 19;2021-07-07;Urânio total;<0.01;mg/L
PAS 19;2021-12-02;Urânio total;<0.01;mg/L
PAS 19;2022-05-27;Urânio total;<0.01;mg/L
PAS 19;2022-11-24;Urânio total;<0.01;mg/L
PAS 19;2023-05-18;Urânio total;<0.01;mg/L
PAS 19;2024-05-21;Urânio Total;<0.003;mg/L
PAS 19;2024-06-25;Urânio Total;<0.003;mg/L
PAS 19;2024-03-18;Urânio Total;<0.003;mg/L
PAS 19;2024-04-16;Urânio Total;<0.003;mg/L
PAS 19;2024-07-24 16:07:00;Urânio Total;<0.003;mg/L
PAS 19;2020-12-17;Pentaclorofenol;<0.001;mg/L
